LIST AKL PRODUCT ;;;;AKL EXPIRED;;;;
;;;;;;;;
Kode;Nama product;Kelompok;AKL NO;Expired AKL;Lampiran;Category;Vendor;Keterangan
VAR.821.XL;Neoprene Lumbostad Corset (With Belt) Nr. XL;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.821.XXL;Neoprene Lumbostad Corset (With Belt) Nr. XXL;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.822.L;Knee Brace With Patella Support Nr. L;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.822.M;Knee Brace With Patella Support Nr. M;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.822.S;Knee Brace With Patella Support Nr. S;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.822.XL;Knee Brace With Patella Support Nr. XL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.822.XXL;Knee Brace With Patella Support Nr. XXL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.823.L;Knee Brace With Spiral Stays Nr. L;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.823.M;Knee Brace With Spiral Stays Nr. M;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.823.S;Knee Brace With Spiral Stays Nr. S;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.823.XL;Knee Brace With Spiral Stays Nr. XL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.823.XXL;Knee Brace With Spiral Stays Nr. XXL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.824.L;Ankle Brace (with bandage) Nr. L;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.824.M;Ankle Brace (with bandage) Nr. M;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.824.S;Ankle Brace (with bandage) Nr. S;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.824.XL;Ankle Brace (with bandage) Nr. XL;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.825L.L;Wrist Brace Splint 825 LEFT Nr. L;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825L.M;Wrist Brace Splint 825 LEFT Nr. M;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825L.S;Wrist Brace Splint 825 LEFT Nr. S;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825L.XL;Wrist Brace Splint 825 LEFT Nr. XL;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825L.XS;Wrist Brace Splint 825 LEFT Nr. XS;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825R.L;Wrist Brace Splint 825 RIGHT Nr. L;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825R.M;Wrist Brace Splint 825 RIGHT Nr. M;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825R.S;Wrist Brace Splint 825 RIGHT Nr. S;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825R.XL;Wrist Brace Splint 825 RIGHT Nr. XL;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.825R.XS;Wrist Brace Splint 825 RIGHT Nr. XS;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.826.L;Wrist Brace Nr. L;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.826.M;Wrist Brace Nr. M;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.826.S;Wrist Brace Nr. S;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.826.XL;Wrist Brace Nr. XL;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.827.L;Ankle Support with SpiraL Stays Nr. L;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.827.M;Ankle Support with Spiral Stays Nr. M;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.827.S;Ankle Support with Spiral Stays Nr. S;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.827.XL;Ankle Support with Spiral Stays Nr. XL;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.828.L;Hinged Stabilizing Knee Brace - Neoprene Nr. L;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.828.M;Hinged Stabilizing Knee Brace - Neoprene Nr. M;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.828.S;Hinged Stabilizing Knee Brace - Neoprene Nr. S;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.828.XL;Hinged Stabilizing Knee Brace - Neoprene Nr. XL;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.828.XXL;Hinged Stabilizing Knee Brace - Neoprene Nr. XXL;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.829.L;Tennis Elbow Support Nr. L;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.829.M;Tennis Elbow Support Nr. M;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.829.S;Tennis Elbow Support Nr. S;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.829.XL;Tennis Elbow Support Nr. XL;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.830.L;Epicondylitis Bandage Nr. L;;AKL 11402211415;18/06/24;;Unit;VAR;
VAR.830.M;Epicondylitis Bandage Nr. M;;AKL 11402211415;18/06/24;;Unit;VAR;
VAR.830.S;Epicondylitis Bandage Nr. S;;AKL 11402211415;18/06/24;;Unit;VAR;
VAR.830.XL;Epicondylitis Bandage Nr. XL;;AKL 11402211415;18/06/24;;Unit;VAR;
VAR.831.L;Thigh Support Nr. L;;AKL 11402211075;18/06/24;;Unit;VAR;
VAR.831.M;Thigh Support Nr. M;;AKL 11402211075;18/06/24;;Unit;VAR;
VAR.831.S;Thigh Support Nr. S;;AKL 11402211075;18/06/24;;Unit;VAR;
VAR.831.XL;Thigh Support Nr. XL;;AKL 11402211075;18/06/24;;Unit;VAR;
VAR.832.L;Calf and Shin Sleeve Nr. L;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.832.M;Calf and Shin Sleeve Nr. M;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.832.S;Calf and Shin Sleeve Nr. S;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.832.XL;Calf and Shin Sleeve Nr. XL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.833.L;Articulated Knee Stabilizer*New Design Hinge* Nr. L;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.833.M;Articulated Knee Stabilizer *New Design Hinge* Nr. M;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.833.S;Articulated Knee Stabilizer *New Design Hinge* Nr. S;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.833.XL;Articulated Knee Stabilizer*New Design Hinge* Nr. XL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.833.XS;Articulated Knee Stabilizer*New Design Hinge* Nr. XS;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.833.XXL;Articulated Knee Stabilizer*New Design Hinge* Nr. XXL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.834.L;Crossed Ligament Knee Support Nr. L;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.834.M;Crossed Ligament Knee Support Nr. M;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.834.S;Crossed Ligament Knee Support Nr. S;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.834.XL;Crossed Ligament Knee Support Nr. XL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.834.XXL;Crossed Ligament Knee Support Nr. XXL;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.842L;Shoulder Support Nr. L;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842L.L;Shoulder Support LEFT Nr. L;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842L.M;Shoulder Support LEFT Nr. M;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842L.S;Shoulder Support LEFT Nr. S;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842L.XL;Shoulder Support LEFT Nr. XL;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842M;Shoulder Support Nr. M;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842R.L;Shoulder Support RIGHT Nr. L;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842R.M;Shoulder Support RIGHT Nr. M;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842R.S;Shoulder Support RIGHT Nr. S;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842R.XL;Shoulder Support RIGHT Nr. XL;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842S;Shoulder Support Nr. S;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.842XL;Shoulder Support Nr. XL;;AKL 11402910779;18/06/24;;Unit;VAR;
VAR.844.L;Ankle Brace with Support Nr. L;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.844.M;Ankle Brace with Support Nr. M;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.844.S;Ankle Brace with Support Nr. S;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.844.XL;Ankle Brace with Support Nr. XL;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.848.50;Hinged Stabilizing Knee Brace (Universal) Nr. 50;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.848.65;Hinged Stabilizing Knee Brace (Universal) Nr. 65;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.849.L;Elbow Support With Silicone Nr. L;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.849.M;Elbow Support With Silicone Nr. M;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.849.S;Elbow Support With Silicone Nr. S;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.849.XL;Elbow Support With Silicone Nr. XL;;AKL 11402211414;18/06/24;;Unit;VAR;
VAR.854.L;Lace Ankle Support Nr. L;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.854.M;Lace Ankle Support Nr. M;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.854.S;Lace Ankle Support Nr. S;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.858;Hinged Stabilizing Knee Brace (Height&Width Adjustable);;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.859L;Elbow ROM Orthosis LEFT;;AKL 11402913246;18/06/24;;Unit;VAR;
VAR.859L.XS;Elbow ROM Orthesis for Child LEFT (Kid size);;AKL 11402913246;18/06/24;;Unit;VAR;
VAR.859R;Elbow ROM Orthosis RIGHT;;AKL 11402913246;18/06/24;;Unit;VAR;
VAR.859R.XS;Elbow ROM Orthesis for Child RIGHT (Kid size);;AKL 11402913246;18/06/24;;Unit;VAR;
VAR.860.L;Genu Recurvatum Knee Cage Nr. L;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.860.M;Genu Recurvatum Knee Cage Nr. M;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.860.S;Genu Recurvatum Knee Cage Nr. S;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.863.L;Drop Foot Support Nr. L;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.863.M;Drop Foot Support Nr. M;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.863.S;Drop Foot Support Nr. S;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.864.L;AFO ( foot guard ) Nr. L;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.864.M;AFO ( foot guard ) Nr. M;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.864.S;AFO ( foot guard ) Nr. S;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865L.L;Reflex AFO LEFT Nr. L;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865L.M;Reflex AFO LEFT Nr. M;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865L.S;Reflex AFO LEFT Nr. S;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865L.XL;Reflex AFO LEFT Nr. XL;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865R.L;Reflex AFO RIGHT Nr. L;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865R.M;Reflex AFO RIGHT Nr. M;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865R.S;Reflex AFO RIGHT Nr. S;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.865R.XL;Reflex AFO RIGHT Nr. XL;;AKL 11402911542;18/06/24;;Unit;VAR;
VAR.871.1;Sport Short Nr. 1;;-;;;Unit;VAR;
VAR.871.2;Sport Short Nr. 2;;-;;;Unit;VAR;
VAR.871.3;Sport Short Nr. 3;;-;;;Unit;VAR;
VAR.871.4;Sport Short Nr. 4;;-;;;Unit;VAR;
VAR.871.5;Sport Short Nr. 5;;-;;;Unit;VAR;
VAR.871.6;Sport Short Nr. 6;;-;;;Unit;VAR;
VAR.872.1;Sport Vest (with zipper) Nr. 1;;-;;;Unit;VAR;
VAR.872.2;Sport Vest (with zipper) Nr. 2;;-;;;Unit;VAR;
VAR.872.3;Sport Vest (with zipper) Nr. 3;;-;;;Unit;VAR;
VAR.872.4;Sport Vest (with zipper) Nr. 4;;-;;;Unit;VAR;
VAR.872.5;Sport Vest (with zipper) Nr. 5;;-;;;Unit;VAR;
VAR.872.6;Sport Vest (with zipper) Nr. 6;;-;;;Unit;VAR;
VAR.879;NEXUS Wrist Brace Splint;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.880;NEXUS Thumb Brace;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.881;NEXUS Wrist Band;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.882;Nexus Wrist Support UNIVERSAL;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.882P;Wrist Support for Child;;AKL 11402211412;18/06/24;;Unit;VAR;
VAR.883;NEXUS Epicondylitis Bandage;;AKL 11402211415;18/06/24;;Unit;VAR;
VAR.884;Nexus Knee Support;;AKL 11402211077;18/06/24;;Unit;VAR;
VAR.885K;Open Knee Support for Child;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.885U;Open Knee Support;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.886;NEXUS Patella Band (With Silicone Support);;AKL 11402211077;18/06/24;;Unit;VAR;
VAR.887;Nexus Ankle Support UNIVERSAL;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.887P;Ankle Support for Child;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.888;NEXUS Thigh Support;;AKL 11402211075;18/06/24;;Unit;VAR;
VAR.889;NEXUS Waist Support;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.890;NEXUS Practical Waist Support (With Special Triangular Pad);;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.892;NEXUS Calf Support;;AKL 11402211074;18/06/24;;Unit;VAR;
VAR.893;NEXUS Knee Support With Flexible Stays;;AKL 11402211076;18/06/24;;Unit;VAR;
VAR.894;NEXUS Hinged Stabilizing Knee Brace;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.897;NEXUS Ankle Brace With Flexible Stays;;AKL 11402211416;18/06/24;;Unit;VAR;
VAR.898;Hinged Stabilizing Knee Brace;;AKL 11402815539;18/06/24;;Unit;VAR;
VAR.900;Metal Stocking Donning Kit;;-;;;Unit;VAR;
VAR.901.1;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 1;;AKL 20902514635;;;Unit;VAR;
VAR.901.2;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 2;;AKL 20902514635;;;Unit;VAR;
VAR.901.3;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 3;;AKL 20902514635;;;Unit;VAR;
VAR.901.4;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 4;;AKL 20902514635;;;Unit;VAR;
VAR.901.5;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 5;;AKL 20902514635;;;Unit;VAR;
VAR.901.6;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 6;;AKL 20902514635;;;Unit;VAR;
VAR.901.7;Thigh High Varicose Stocking – with Silicone Dots (open toe) Nr. 7;;AKL 20902514635;;;Unit;VAR;
VAR.902.1;Knee High Varicose Stocking (open toe) Nr. 1;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.902.2;Knee High Varicose Stocking (open toe) Nr. 2;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.902.3;Knee High Varicose Stocking (open toe) Nr. 3;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.902.4;Knee High Varicose Stocking (open toe) Nr. 4;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.902.5;Knee High Varicose Stocking (open toe) Nr. 5;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.902.6;Knee High Varicose Stocking (open toe) Nr. 6;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.902.7;Knee High Varicose Stocking (open toe) Nr. 7;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.903.1;Pantyhose Varicose Stocking (closed toe) Nr. 1;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.903.2;Pantyhose Varicose Stocking (closed toe) Nr. 2;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.903.3;Pantyhose Varicose Stocking (closed toe) Nr. 3;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.903.4;Pantyhose Varicose Stocking (closed toe) Nr. 4;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.903.5;Pantyhose Varicose Stocking (closed toe) Nr. 5;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.903.6;Pantyhose Varicose Stocking (closed toe) Nr. 6;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.903.7;Pantyhose Varicose Stocking (closed toe) Nr. 7;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.904.1;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 1;;AKL 20902514635;;;Unit;VAR;
VAR.904.2;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 2;;AKL 20902514635;;;Unit;VAR;
VAR.904.3;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 3;;AKL 20902514635;;;Unit;VAR;
VAR.904.4;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 4;;AKL 20902514635;;;Unit;VAR;
VAR.904.5;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 5;;AKL 20902514635;;;Unit;VAR;
VAR.904.6;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 6;;AKL 20902514635;;;Unit;VAR;
VAR.904.7;Thigh High Varicose Stocking – with silicone dots (closed toe) (with silicone band) Nr. 7;;AKL 20902514635;;;Unit;VAR;
VAR.905.1;Knee High Varicose Stocking (closed toe) Nr. 1;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.905.2;Knee High Varicose Stocking (closed toe) Nr. 2;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.905.3;Knee High Varicose Stocking (closed toe) Nr. 3;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.905.4;Knee High Varicose Stocking (closed toe) Nr. 4;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.905.5;Knee High Varicose Stocking (closed toe) Nr. 5;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.905.6;Knee High Varicose Stocking (closed toe) Nr. 6;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.905.7;Knee High Varicose Stocking (closed toe) Nr. 7;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.907.1;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW* Nr. 1;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.907.2;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW*Nr. 2;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.907.3;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW* Nr. 3;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.907.4;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW* Nr. 4;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.907.5;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW* Nr. 5;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.907.6;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW* Nr. 6;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.907.7;Pregnancy Pantyhose Varicose Stocking (closed toe)*NEW* Nr. 7;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.908L.L;Anti Embolism Stocking ( with belt ) LEFT Nr. L;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908L.M;Anti Embolism Stocking ( with belt ) LEFT Nr. M;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908L.S;Anti Embolism Stocking ( with belt ) LEFT Nr. S;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908L.XL;Anti Embolism Stocking ( with belt ) LEFT Nr. XL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908L.XXL;Anti Embolism Stocking ( with belt ) LEFT Nr. XXL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908R.L;Anti Embolism Stocking ( with belt ) RIGHT Nr. L;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908R.M;Anti Embolism Stocking ( with belt ) RIGHT Nr. M;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908R.S;Anti Embolism Stocking ( with belt ) RIGHT Nr. S;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908R.XL;Anti Embolism Stocking ( with belt ) RIGHT Nr. XL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.908R.XXL;Anti Embolism Stocking ( with belt ) RIGHT Nr. XXL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.909.L;Thigh High Anti Embolism Stocking – with Silicone dots Nr. L;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.909.M;Thigh High Anti Embolism Stocking – with Silicone dots Nr. M;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.909.S;Thigh High Anti Embolism Stocking – with Silicone dots Nr. S;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.909.XL;Thigh High Anti Embolism Stocking – with Silicone dots Nr. XL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.909.XXL;Thigh High Anti Embolism Stocking – with Silicone dots Nr. XXL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.910.L;Knee High Anti Embolism Stocking Nr. L;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.910.M;Knee High Anti Embolism Stocking Nr. M;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.910.S;Knee High Anti Embolism Stocking Nr. S;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.910.XL;Knee High Anti Embolism Stocking Nr. XL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.910.XXL;Knee High Anti Embolism Stocking Nr. XXL;;AKL 20902912154;18/06/24;;Unit;VAR;
VAR.911.6;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. 6;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911.7;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. 7;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911.L;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. L;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911.M;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. M;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911.S;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. S;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911.XL;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. XL;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911.XXL;Thigh High Varicose Stocking - with silicone dots ( open toe ) Nr. XXL;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911BK.L;Thigh High Varicose Stocking - with silicone dots (open toe) BLACK Nr. L;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911BK.M;Thigh High Varicose Stocking - with silicone dots (open toe) BLACK Nr. M;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911BK.S;Thigh High Varicose Stocking - with silicone dots (open toe) BLACK Nr. S;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911BK.XL;Thigh High Varicose Stocking - with silicone dots (open toe) BLACK Nr. XL;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.911BK.XXL;Thigh High Varicose Stocking - with silicone dots (open toe) BLACK Nr. XXL;;AKL 10902816370;18/06/24;;Unit;VAR;
VAR.912.6;Knee High Varicose Stocking ( open toe ) Nr. 6;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912.7;Knee High Varicose Stocking ( open toe ) Nr. 7;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912.L;Knee High Varicose Stocking ( open toe ) Nr. L;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912.M;Knee High Varicose Stocking ( open toe ) Nr. M;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912.S;Knee High Varicose Stocking ( open toe ) Nr. S;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912.XL;Knee High Varicose Stocking ( open toe ) Nr. XL;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912.XXL;Knee High Varicose Stocking ( open toe ) Nr. XXL;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912BK.L;Knee High Varicose Stocking (open toe) BLACK Nr. L;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912BK.M;Knee High Varicose Stocking (open toe) BLACK Nr. M;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912BK.S;Knee High Varicose Stocking (open toe) BLACK Nr. S;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912BK.XL;Knee High Varicose Stocking (open toe) BLACK Nr. XL;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.912BK.XXL;Knee High Varicose Stocking (open toe) BLACK Nr. XXL;;AKL 10902125527;18/06/24;;Unit;VAR;
VAR.913.6;Pantyhose Varicose Stocking ( open toe ) Nr. 6;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913.7;Pantyhose Varicose Stocking ( open toe ) Nr. 7;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913.L;Pantyhose Varicose Stocking ( open toe ) Nr. L;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913.M;Pantyhose Varicose Stocking ( open toe ) Nr. M;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913.S;Pantyhose Varicose Stocking ( open toe ) Nr. S;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913.XL;Pantyhose Varicose Stocking ( open toe ) Nr. XL;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913.XXL;Pantyhose Varicose Stocking ( open toe ) Nr. XXL;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913BK.L;Pantyhose Varicose Stocking (open toe) BLACK Nr.L;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913BK.M;Pantyhose Varicose Stocking (open toe) BLACK Nr.M;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913BK.S;Pantyhose Varicose Stocking (open toe) BLACK Nr.S ;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913BK.XL;Pantyhose Varicose Stocking (open toe) BLACK Nr.XL;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.913BK.XXL;Pantyhose Varicose Stocking (open toe) BLACK Nr.XXL;;AKL 10902710989;18/06/24;;Unit;VAR;
VAR.920BK.1;Varicose Socks For Men ( Knee High ) BLACK Nr. 1;;FR.03.02/VA/1491/2020;21/02/22;;Unit;VAR;
